rank,disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
4447,OMIM:617784,"Fanconi anemia, complementation group W",OMIM,16,16,0,0,0,0,11,120,20,100,20,0,0,0.001565,0.003246,RANKABLE
4448,OMIM:251220,MICROCEPHALY-CARDIOMYOPATHY,OMIM,5,5,0,0,0,0,3,10,4,6,4,0,0,0.001565,0.001897,RANKABLE
4449,ORPHA:832,Succinyl-CoA:3-oxoacid CoA transferase deficiency,ORPHA,14,14,0,0,0,0,10,91,13,78,13,0,0,0.001565,0.002273,RANKABLE
4450,ORPHA:493,Familial keratoacanthoma,ORPHA,7,7,0,0,0,0,6,21,17,4,17,0,0,0.001565,0.002577,RANKABLE
4451,ORPHA:280921,Idiopathic panuveitis,ORPHA,19,19,0,0,0,0,12,171,154,17,154,1,0,0.001565,0.023012,RANKABLE
4452,OMIM:100700,Achard syndrome,OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.001564,0.001931,RANKABLE
4453,OMIM:618632,"Usher syndrome, type 1M",OMIM,6,6,0,0,0,0,5,15,4,11,4,0,0,0.001564,0.002551,RANKABLE
4454,OMIM:169550,Pelvis-Shoulder dysplasia,OMIM,14,14,0,0,0,0,10,91,34,57,34,0,0,0.001564,0.002020,RANKABLE
4455,ORPHA:1441,Ring chromosome 17 syndrome,ORPHA,18,18,0,0,0,0,17,153,39,114,39,0,0,0.001564,0.004703,RANKABLE
4456,ORPHA:2004,Laryngotracheoesophageal cleft,ORPHA,13,13,0,0,0,0,7,78,30,48,30,0,0,0.001564,0.004907,RANKABLE
4457,ORPHA:1801,Kyphomelic dysplasia,ORPHA,18,18,0,0,0,0,10,153,110,43,110,0,0,0.001564,0.002617,RANKABLE
4458,OMIM:166990,"Osteochondrodysplasia, rhizomelic, with callosal agenesis, thrombocytopenia,hydrocephalus, and hypertension",OMIM,5,5,0,0,0,0,5,10,1,9,1,0,0,0.001563,0.001563,RANKABLE
4459,ORPHA:63,Alport syndrome,ORPHA,38,38,0,0,0,0,22,703,206,497,206,5,0,0.001563,0.049503,RANKABLE
4460,OMIM:621390,"Neurodevelopmental disorder with early-onset seizures, facial dysmorphism, and behavioral abnormalities",OMIM,75,75,0,0,0,0,41,2775,994,1781,994,26,0,0.001562,0.021314,RANKABLE
4461,OMIM:252605,Mucolipidosis III gamma,OMIM,26,26,0,0,0,0,16,325,89,236,89,0,0,0.001562,0.002218,RANKABLE
4462,OMIM:620438,"Ciliary dyskinesia, primary, 51",OMIM,14,14,0,0,0,0,4,91,32,59,32,0,0,0.001562,0.008222,RANKABLE
4463,OMIM:616030,Hypogonadotropic hypogonadism 22 with or without anosmia,OMIM,11,11,0,0,0,0,3,55,25,30,25,0,0,0.001562,0.002650,RANKABLE
4464,OMIM:215150,Otospondylomegaepiphyseal dysplasia,OMIM,31,31,0,0,0,0,17,465,189,276,189,0,0,0.001562,0.002426,RANKABLE
4465,ORPHA:2511,Microbrachycephaly-ptosis-cleft lip syndrome,ORPHA,36,36,0,0,0,0,23,630,277,353,277,0,0,0.001562,0.004372,RANKABLE
4466,OMIM:604369,Salla disease,OMIM,17,17,0,0,0,0,16,136,43,93,43,0,0,0.001561,0.004703,RANKABLE
4467,OMIM:109100,Autoimmune disease,OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.001561,0.001561,RANKABLE
4468,ORPHA:481152,PYCR2-related microcephaly-progressive leukoencephalopathy,ORPHA,62,62,0,0,0,0,38,1891,495,1396,495,12,0,0.001561,0.018026,RANKABLE
4469,ORPHA:226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function,ORPHA,49,49,0,0,0,0,24,1176,274,902,274,0,0,0.001561,0.003650,RANKABLE
4470,ORPHA:2330,Kasabach-Merritt phenomenon,ORPHA,23,23,0,0,0,0,13,253,94,159,94,2,0,0.001561,0.032823,RANKABLE
4471,ORPHA:48652,Phelan-McDermid syndrome,ORPHA,51,51,0,0,0,0,34,1275,219,1056,219,5,0,0.001561,0.036974,RANKABLE
4472,ORPHA:90354,Brittle cornea syndrome,ORPHA,34,34,0,0,0,0,27,561,124,437,124,0,0,0.001561,0.006349,RANKABLE
4473,OMIM:165800,"Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans",OMIM,15,15,0,0,0,0,6,105,60,45,60,0,0,0.001560,0.002161,RANKABLE
4474,OMIM:620528,"Neuronopathy, distal hereditary motor, autosomal dominant 11",OMIM,45,45,0,0,0,0,27,990,415,575,415,5,0,0.001559,0.014642,RANKABLE
4475,OMIM:248200,Stargardt disease 1,OMIM,10,10,0,0,0,0,5,45,45,0,45,0,0,0.001559,0.006798,RANKABLE
4476,OMIM:187760,Thoracolaryngopelvic dysplasia,OMIM,12,12,0,0,0,0,5,66,45,21,45,0,0,0.001559,0.002170,RANKABLE
4477,OMIM:180870,Ruvalcaba syndrome,OMIM,23,23,0,0,0,0,14,253,90,163,90,0,0,0.001559,0.002223,RANKABLE
4478,ORPHA:1597,Distal deletion 17q syndrome,ORPHA,31,31,0,0,0,0,23,465,93,372,93,0,0,0.001559,0.002690,RANKABLE
4479,ORPHA:25968,Self-limited childhood occipital epilepsy,ORPHA,6,6,0,0,0,0,4,15,6,9,6,0,0,0.001559,0.001673,RANKABLE
4480,ORPHA:210548,Macrocephaly-intellectual disability-autism syndrome,ORPHA,24,24,0,0,0,0,13,276,49,227,49,0,0,0.001559,0.004703,RANKABLE
4481,OMIM:615785,White sponge nevus 2,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.001558,0.001558,RANKABLE
4482,OMIM:233270,Gombo syndrome,OMIM,10,10,0,0,0,0,9,45,10,35,10,0,0,0.001558,0.002081,RANKABLE
4483,OMIM:277950,Winchester syndrome,OMIM,11,11,0,0,0,0,9,55,17,38,17,0,0,0.001558,0.002007,RANKABLE
4484,ORPHA:2833,Stiff skin syndrome,ORPHA,24,24,0,0,0,0,22,276,27,249,27,0,0,0.001558,0.003304,RANKABLE
4485,ORPHA:71505,Cancer-associated retinopathy,ORPHA,36,36,0,0,0,0,19,630,250,380,250,2,0,0.001558,0.035001,RANKABLE
4486,ORPHA:324442,Autosomal recessive axonal neuropathy with neuromyotonia,ORPHA,47,47,0,0,0,0,23,1081,514,567,514,5,0,0.001558,0.012245,RANKABLE
4487,ORPHA:476126,Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome,ORPHA,55,55,0,0,0,0,33,1485,360,1125,360,8,0,0.001558,0.018827,RANKABLE
4488,ORPHA:93399,Juvenile sialidosis type 2,ORPHA,38,38,0,0,0,0,26,703,135,568,135,0,0,0.001557,0.004214,RANKABLE
4489,ORPHA:3455,Wiedemann-Rautenstrauch syndrome,ORPHA,127,127,0,0,0,0,70,8001,1313,6688,1313,6,1,0.001557,0.181773,RANKABLE
4490,OMIM:143860,"Hyperchlorhidrosis, isolated",OMIM,6,6,0,0,0,0,2,15,6,9,6,0,0,0.001556,0.002079,RANKABLE
4491,OMIM:270750,Spastic paraplegia 23,OMIM,17,17,0,0,0,0,11,136,50,86,50,0,0,0.001556,0.009897,RANKABLE
4492,OMIM:130000,"Ehlers-danlos syndrome, type I",OMIM,34,34,0,0,0,0,17,561,124,437,124,0,0,0.001555,0.005913,RANKABLE
4493,OMIM:218340,Temtamy syndrome,OMIM,34,34,0,0,0,0,18,561,107,454,107,1,0,0.001555,0.010331,RANKABLE
4494,OMIM:616577,"Neurodevelopmental disorder with hearing loss, seizures, and brain abnormalities",OMIM,28,28,0,0,0,0,21,378,90,288,90,2,0,0.001555,0.024440,RANKABLE
4495,OMIM:620126,"Pseudohypoaldosteronism, type IB3, autosomal recessive",OMIM,7,7,0,0,0,0,4,21,7,14,7,0,0,0.001555,0.002309,RANKABLE
4496,OMIM:620125,"Pseudohypoaldosteronism, type IB2, autosomal recessive",OMIM,7,7,0,0,0,0,4,21,7,14,7,0,0,0.001555,0.002309,RANKABLE
4497,ORPHA:455,Superficial epidermolytic ichthyosis,ORPHA,7,7,0,0,0,0,4,21,15,6,15,0,0,0.001555,0.001681,RANKABLE
4498,ORPHA:403,Familial hyperaldosteronism type I,ORPHA,14,14,0,0,0,0,10,91,11,80,11,0,0,0.001555,0.002704,RANKABLE
4499,OMIM:161950,"IgA NEPHROPATHY, SUSCEPTIBILITY TO, 1",OMIM,8,8,0,0,0,0,6,28,11,17,11,0,0,0.001554,0.004159,RANKABLE
4500,ORPHA:291,Congenital varicella syndrome,ORPHA,9,9,0,0,0,0,9,36,10,26,10,0,0,0.001554,0.004372,RANKABLE
4501,ORPHA:98795,Angelman syndrome due to paternal uniparental disomy of chromosome 15,ORPHA,28,28,0,0,0,0,16,378,157,221,157,2,0,0.001554,0.027740,RANKABLE
4502,ORPHA:3010,Qazi-Markouizos syndrome,ORPHA,23,23,0,0,0,0,14,253,45,208,45,0,0,0.001554,0.005678,RANKABLE
4503,ORPHA:453533,Polyendocrine-polyneuropathy syndrome,ORPHA,23,23,0,0,0,0,13,253,60,193,60,0,0,0.001554,0.002667,RANKABLE
4504,ORPHA:659,Mutilating palmoplantar keratoderma with periorificial keratotic plaques,ORPHA,23,23,0,0,0,0,17,253,74,179,74,0,0,0.001554,0.004701,RANKABLE
4505,ORPHA:2235,Hypogonadotropic hypogonadism-retinitis pigmentosa syndrome,ORPHA,20,20,0,0,0,0,14,190,37,153,37,0,0,0.001554,0.002844,RANKABLE
4506,OMIM:614173,Joubert syndrome 13,OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001553,0.001583,RANKABLE
4507,OMIM:615290,"Spinal muscular atrophy, lower extremity-predominant, 2, autosomaldominant",OMIM,39,39,0,0,0,0,21,741,344,397,344,1,0,0.001553,0.010028,RANKABLE
4508,OMIM:619931,"Intellectual developmental disorder, autosomal recessive 76",OMIM,11,11,0,0,0,0,6,55,22,33,22,0,0,0.001553,0.003324,RANKABLE
4509,OMIM:618232,"Mitochondrial complex I deficiency, nuclear type 9",OMIM,10,10,0,0,0,0,8,45,5,40,5,0,0,0.001553,0.002262,RANKABLE
4510,ORPHA:950,Acrodysostosis,ORPHA,53,53,0,0,0,0,40,1378,516,862,516,0,0,0.001553,0.002667,RANKABLE
4511,OMIM:621344,Dursun-Ozgul neurodevelopmental syndrome,OMIM,115,115,0,0,0,0,65,6555,1927,4628,1927,41,0,0.001552,0.041349,RANKABLE
4512,OMIM:617247,"FANCONI ANEMIA, COMPLEMENTATION GROUP U",OMIM,11,11,0,0,0,0,7,55,21,34,21,0,0,0.001552,0.001957,RANKABLE
4513,OMIM:613750,Retinitis pigmentosa 27,OMIM,13,13,0,0,0,0,9,78,78,0,78,0,0,0.001552,0.002625,RANKABLE
4514,OMIM:271530,"Brachyolmia type 1, Hobaek type",OMIM,23,23,0,0,0,0,13,253,173,80,173,0,0,0.001552,0.002233,RANKABLE
4515,OMIM:621068,"Neurodevelopmental disorder with hypotonia, poor growth, dysmorphic facies, and agammaglobulinemia",OMIM,40,40,0,0,0,0,24,780,102,678,102,3,0,0.001552,0.024656,RANKABLE
4516,OMIM:313420,"Spondylometaphyseal dysplasia, X-linked",OMIM,26,26,0,0,0,0,15,325,83,242,83,0,0,0.001552,0.003324,RANKABLE
4517,OMIM:187601,"Thanatophoric dysplasia, type II",OMIM,22,22,0,0,0,0,12,231,98,133,98,0,0,0.001552,0.002241,RANKABLE
4518,OMIM:278750,"Xeroderma pigmentosum, variant type",OMIM,15,15,0,0,0,0,12,105,39,66,39,0,0,0.001552,0.008401,RANKABLE
4519,OMIM:228600,Hyaline fibromatosis syndrome,OMIM,17,17,0,0,0,0,11,136,17,119,17,0,0,0.001552,0.005911,RANKABLE
4520,ORPHA:3258,Cenani-Lenz syndrome,ORPHA,41,41,0,0,0,0,29,820,247,573,247,0,0,0.001552,0.002654,RANKABLE
4521,ORPHA:5,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,ORPHA,25,25,0,0,0,0,22,300,72,228,72,0,0,0.001552,0.009031,RANKABLE
4522,OMIM:609223,"Spondyloepiphyseal dysplasia tarda, autosomal recessive, leroy-sprangertype",OMIM,14,14,0,0,0,0,9,91,91,0,91,0,0,0.001551,0.001963,RANKABLE
4523,OMIM:252500,Mucolipidosis II alpha/beta,OMIM,92,92,0,0,0,0,47,4186,1117,3069,1117,6,0,0.001551,0.037053,RANKABLE
4524,ORPHA:99949,Charcot-Marie-Tooth disease type 4C,ORPHA,51,51,0,0,0,0,31,1275,306,969,306,2,0,0.001551,0.056019,RANKABLE
4525,OMIM:165199,"Optic atrophy, hearing loss, and peripheral neuropathy, autosomaldominant",OMIM,5,5,0,0,0,0,4,10,2,8,2,0,0,0.001550,0.001604,RANKABLE
4526,OMIM:609324,"Epiphyseal dysplasia, multiple, with severe proximal femoral dysplasia",OMIM,14,14,0,0,0,0,5,91,62,29,62,0,0,0.001550,0.001967,RANKABLE
4527,ORPHA:139399,Adrenomyeloneuropathy,ORPHA,49,49,0,0,0,0,30,1176,348,828,348,1,1,0.001550,0.176785,RANKABLE
4528,ORPHA:85164,Camptodactyly-tall stature-scoliosis-hearing loss syndrome,ORPHA,4,4,0,0,0,0,4,6,3,3,3,0,0,0.001550,0.002397,RANKABLE
4529,OMIM:614814,Adams-Oliver syndrome 3,OMIM,12,12,0,0,0,0,6,66,26,40,26,0,0,0.001549,0.003859,RANKABLE
4530,OMIM:190650,Triphalangeal thumbs and dislocation of patella,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.001549,0.001549,RANKABLE
4531,OMIM:603467,"Fanconi anemia, complementation group F",OMIM,34,34,0,0,0,0,22,561,51,510,51,1,0,0.001549,0.025408,RANKABLE
4532,ORPHA:79399,"Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form",ORPHA,17,17,0,0,0,0,11,136,121,15,121,0,0,0.001549,0.007872,RANKABLE
4533,ORPHA:2669,Nephrosis-deafness-urinary tract-digital malformations syndrome,ORPHA,8,8,0,0,0,0,4,28,7,21,7,0,0,0.001549,0.002101,RANKABLE
4534,OMIM:115250,"Collagenoma, familial cutaneous",OMIM,11,11,0,0,0,0,5,55,16,39,16,0,0,0.001548,0.004883,RANKABLE
4535,OMIM:259450,Bruck syndrome 1,OMIM,20,20,0,0,0,0,15,190,111,79,111,0,0,0.001548,0.002077,RANKABLE
4536,ORPHA:370930,XYLT1-CDG,ORPHA,29,29,0,0,0,0,22,406,114,292,114,0,0,0.001548,0.007110,RANKABLE
4537,OMIM:613877,"Lipodystrophy, familial partial, type 4",OMIM,11,11,0,0,0,0,8,55,10,45,10,0,0,0.001547,0.002374,RANKABLE
4538,OMIM:613618,Chromosome 17q23.1-q23.2 duplication syndrome,OMIM,6,6,0,0,0,0,5,15,9,6,9,0,0,0.001547,0.001979,RANKABLE
4539,OMIM:118750,"Choreoathetosis, familial inverted",OMIM,6,6,0,0,0,0,5,15,10,5,10,0,0,0.001547,0.001694,RANKABLE
4540,ORPHA:3103,Roberts syndrome,ORPHA,54,54,0,0,0,0,33,1431,397,1034,397,0,0,0.001547,0.004372,RANKABLE
4541,ORPHA:2252,Radial hypoplasia-triphalangeal thumbs-hypospadias-maxillary diastema syndrome,ORPHA,6,6,0,0,0,0,4,15,6,9,6,0,0,0.001547,0.001773,RANKABLE
4542,OMIM:621259,Stargardt disease 5,OMIM,8,8,0,0,0,0,4,28,21,7,21,0,0,0.001546,0.002266,RANKABLE
4543,ORPHA:35069,Infantile neuroaxonal dystrophy,ORPHA,52,52,0,0,0,0,33,1326,672,654,672,15,0,0.001546,0.019513,RANKABLE
4544,ORPHA:3325,Classic heparin-induced thrombocytopenia,ORPHA,15,15,0,0,0,0,9,105,43,62,43,1,0,0.001546,0.033623,RANKABLE
4545,ORPHA:69077,Rhabdoid tumor,ORPHA,24,24,0,0,0,0,20,276,43,233,43,0,0,0.001546,0.004401,RANKABLE
4546,OMIM:612001,Chromosome 15q13.3 microdeletion syndrome,OMIM,16,16,0,0,0,0,11,120,22,98,22,0,0,0.001545,0.003756,RANKABLE
4547,OMIM:617519,"Neurodevelopmental disorder with hypotonia, neuropathy, and deafness",OMIM,42,42,0,0,0,0,26,861,260,601,260,6,0,0.001545,0.027740,RANKABLE
4548,OMIM:607539,"Camptosynpolydactyly, complex",OMIM,7,7,0,0,0,0,6,21,9,12,9,0,0,0.001545,0.002341,RANKABLE
4549,OMIM:613758,Retinitis pigmentosa 47,OMIM,6,6,0,0,0,0,5,15,15,0,15,0,0,0.001545,0.002328,RANKABLE
4550,OMIM:211369,"Brachydactyly, type A2, with microcephaly",OMIM,7,7,0,0,0,0,3,21,11,10,11,0,0,0.001545,0.001842,RANKABLE
4551,OMIM:166300,Multicentric carpotarsal osteolysis syndrome,OMIM,26,26,0,0,0,0,17,325,113,212,113,0,0,0.001545,0.004908,RANKABLE
4552,ORPHA:2876,PHAVER syndrome,ORPHA,26,26,0,0,0,0,19,325,85,240,85,0,0,0.001545,0.002334,RANKABLE
4553,ORPHA:2619,"Brachydactylous dwarfism, Mseleni type",ORPHA,17,17,0,0,0,0,8,136,105,31,105,0,0,0.001545,0.002345,RANKABLE
4554,ORPHA:319195,Chondroectodermal dysplasia with night blindness,ORPHA,27,27,0,0,0,0,16,351,100,251,100,0,0,0.001545,0.002256,RANKABLE
4555,ORPHA:2084,Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome,ORPHA,3,3,0,0,0,0,3,3,1,2,1,0,0,0.001545,0.001545,RANKABLE
4556,OMIM:180300,Rheumatoid arthritis,OMIM,16,16,0,0,0,0,7,120,29,91,29,0,0,0.001544,0.002273,RANKABLE
4557,OMIM:215045,"Chondrodysplasia, Blomstrand type",OMIM,19,19,0,0,0,0,8,171,86,85,86,0,0,0.001544,0.002845,RANKABLE
4558,OMIM:618420,Spermatogenic failure 36,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001544,0.001544,RANKABLE
4559,OMIM:131850,"Epidermolysis bullosa dystrophica, pretibial",OMIM,5,5,0,0,0,0,4,10,10,0,10,0,0,0.001544,0.002577,RANKABLE
4560,ORPHA:2788,Osteoporosis-pseudoglioma syndrome,ORPHA,34,34,0,0,0,0,17,561,145,416,145,0,0,0.001544,0.002698,RANKABLE
4561,OMIM:236900,Hydroxylysinuria,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.001543,0.001543,RANKABLE
4562,OMIM:212200,CARNOSINEMIA,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.001543,0.001543,RANKABLE
4563,OMIM:617831,"Intellectual developmental disorder, autosomal dominant 55, with seizures",OMIM,17,17,0,0,0,0,16,136,136,0,136,0,0,0.001543,0.004703,RANKABLE
4564,OMIM:259600,"Multicentric osteolysis, nodulosis, and arthropathy",OMIM,54,54,0,0,0,0,34,1431,661,770,661,0,0,0.001543,0.002292,RANKABLE
4565,ORPHA:623626,Paraneoplastic cerebellar degeneration,ORPHA,24,24,0,0,0,0,12,276,67,209,67,1,0,0.001543,0.027140,RANKABLE
4566,ORPHA:440727,Combined hamartoma of the retina and retinal pigment epithelium,ORPHA,7,7,0,0,0,0,7,21,15,6,15,0,0,0.001543,0.002680,RANKABLE
4567,ORPHA:2500,Acrogeria,ORPHA,19,19,0,0,0,0,13,171,58,113,58,0,0,0.001543,0.002525,RANKABLE
4568,ORPHA:79156,Seizures-intellectual disability due to hydroxylysinuria syndrome,ORPHA,3,3,0,0,0,0,3,3,1,2,1,0,0,0.001543,0.001543,RANKABLE
4569,OMIM:615922,Retinitis pigmentosa 70,OMIM,8,8,0,0,0,0,7,28,28,0,28,0,0,0.001542,0.004107,RANKABLE
4570,OMIM:610913,"Surfactant metabolism dysfunction, pulmonary, 2",OMIM,28,28,0,0,0,0,18,378,276,102,276,0,0,0.001542,0.006033,RANKABLE
4571,OMIM:214110,Peroxisome biogenesis disorder 2A (Zellweger),OMIM,44,44,0,0,0,0,31,946,133,813,133,0,0,0.001542,0.009270,RANKABLE
4572,ORPHA:1508,Coxoauricular syndrome,ORPHA,9,9,0,0,0,0,9,36,13,23,13,0,0,0.001542,0.002691,RANKABLE
4573,ORPHA:85322,"X-linked intellectual disability, Pai type",ORPHA,18,18,0,0,0,0,11,153,29,124,29,0,0,0.001542,0.004006,RANKABLE
4574,ORPHA:1354,Heart defects-limb shortening syndrome,ORPHA,13,13,0,0,0,0,11,78,32,46,32,0,0,0.001542,0.002856,RANKABLE
4575,ORPHA:1046,Lethal hemolytic anemia-genital anomalies syndrome,ORPHA,20,20,0,0,0,0,15,190,32,158,32,1,0,0.001542,0.010172,RANKABLE
4576,ORPHA:100985,Autosomal dominant spastic paraplegia type 4,ORPHA,19,19,0,0,0,0,11,171,88,83,88,0,0,0.001542,0.009897,RANKABLE
4577,OMIM:300803,"Intellectual developmental disorder, X-linked 97",OMIM,11,11,0,0,0,0,6,55,16,39,16,0,0,0.001541,0.004703,RANKABLE
4578,OMIM:620662,Hoxha-Aliu syndrome,OMIM,64,64,0,0,0,0,33,2016,663,1353,663,0,0,0.001541,0.007050,RANKABLE
4579,OMIM:607684,"Charcot-Marie-Tooth disease, axonal, type 2E",OMIM,29,29,0,0,0,0,19,406,171,235,171,2,0,0.001541,0.010624,RANKABLE
4580,OMIM:266510,Peroxisome biogenesis disorder 3B,OMIM,30,30,0,0,0,0,20,435,61,374,61,0,0,0.001541,0.006103,RANKABLE
4581,OMIM:200610,"Achondrogenesis, type II",OMIM,25,25,0,0,0,0,12,300,123,177,123,0,0,0.001541,0.004517,RANKABLE
4582,ORPHA:221120,Pseudoaminopterin syndrome,ORPHA,63,63,0,0,0,0,29,1953,560,1393,560,4,0,0.001541,0.031068,RANKABLE
4583,OMIM:226960,Lowry-Wood syndrome,OMIM,25,25,0,0,0,0,14,300,84,216,84,0,0,0.001540,0.003756,RANKABLE
4584,OMIM:271510,"Spondyloepimetaphyseal dysplasia, sponastrime type",OMIM,44,44,0,0,0,0,24,946,405,541,405,0,0,0.001540,0.003922,RANKABLE
4585,ORPHA:2875,Phakomatosis pigmentovascularis,ORPHA,14,14,0,0,0,0,13,91,20,71,20,0,0,0.001540,0.008019,RANKABLE
4586,OMIM:183900,Spondyloepiphyseal dysplasia congenita,OMIM,37,37,0,0,0,0,20,666,277,389,277,0,0,0.001539,0.002459,RANKABLE
4587,ORPHA:93110,Posterior urethral valve,ORPHA,27,27,0,0,0,0,17,351,194,157,194,3,0,0.001539,0.011271,RANKABLE
4588,OMIM:251255,Jawad syndrome,OMIM,15,15,0,0,0,0,8,105,47,58,47,0,0,0.001538,0.004372,RANKABLE
4589,OMIM:617866,Short-Rib thoracic dysplasia 18 with polydactyly,OMIM,27,27,0,0,0,0,19,351,143,208,143,0,0,0.001538,0.002128,RANKABLE
4590,OMIM:182250,Singleton-Merten syndrome 1,OMIM,48,48,0,0,0,0,29,1128,367,761,367,0,0,0.001538,0.006421,RANKABLE
4591,ORPHA:945,Acalvaria,ORPHA,14,14,0,0,0,0,11,91,19,72,19,0,0,0.001538,0.002433,RANKABLE
4592,OMIM:269250,Schneckenbecken dysplasia,OMIM,30,30,0,0,0,0,14,435,252,183,252,0,0,0.001537,0.003246,RANKABLE
4593,OMIM:613708,"Neuropathy, hereditary sensory, type ID",OMIM,11,11,0,0,0,0,8,55,17,38,17,1,0,0.001537,0.012500,RANKABLE
4594,OMIM:601344,"Spinal dysplasia, Anhalt type",OMIM,8,8,0,0,0,0,4,28,21,7,21,0,0,0.001537,0.001912,RANKABLE
4595,OMIM:259440,"Osteogenesis imperfecta, type IX",OMIM,31,31,0,0,0,0,17,465,288,177,288,0,0,0.001537,0.008655,RANKABLE
4596,OMIM:621488,"Charcot-Marie-Tooth disease, axonal, type 2MM",OMIM,32,32,0,0,0,0,12,496,243,253,243,1,0,0.001537,0.010624,RANKABLE
4597,OMIM:615604,"L-ferritin deficiency, dominant and recessive",OMIM,4,4,0,0,0,0,2,6,1,5,1,0,0,0.001537,0.001537,RANKABLE
4598,OMIM:600785,Vitamin D-dependent rickets type 2B with normal vitamin D receptor,OMIM,19,19,0,0,0,0,12,171,108,63,108,0,0,0.001537,0.002262,RANKABLE
4599,OMIM:201250,"Acromesomelic dysplasia, Hunter-Thompson type",OMIM,17,17,0,0,0,0,9,136,120,16,120,0,0,0.001537,0.002122,RANKABLE
4600,ORPHA:1553,Curry-Jones syndrome,ORPHA,19,19,0,0,0,0,14,171,34,137,34,0,0,0.001537,0.002376,RANKABLE
4601,ORPHA:3082,Intellectual disability-polydactyly-uncombable hair syndrome,ORPHA,34,34,0,0,0,0,25,561,155,406,155,0,0,0.001537,0.002847,RANKABLE
4602,ORPHA:363417,Temtamy preaxial brachydactyly syndrome,ORPHA,48,48,0,0,0,0,29,1128,353,775,353,0,0,0.001537,0.004372,RANKABLE
4603,ORPHA:168577,Hereditary cryohydrocytosis with reduced stomatin,ORPHA,32,32,0,0,0,0,19,496,116,380,116,1,0,0.001537,0.028324,RANKABLE
4604,OMIM:190605,Triphalangeal thumb-polysyndactyly syndrome,OMIM,5,5,0,0,0,0,4,10,10,0,10,0,0,0.001536,0.002012,RANKABLE
4605,OMIM:211350,Kyphomelic dysplasia,OMIM,28,28,0,0,0,0,14,378,217,161,217,0,0,0.001536,0.002102,RANKABLE
4606,OMIM:118651,"Chondrodysplasia punctata, Tibia-Metacarpal type",OMIM,13,13,0,0,0,0,6,78,58,20,58,0,0,0.001536,0.002390,RANKABLE
4607,ORPHA:40,"Acromesomelic dysplasia, Maroteaux type",ORPHA,18,18,0,0,0,0,13,153,110,43,110,0,0,0.001536,0.002414,RANKABLE
4608,ORPHA:238446,15q11q13 microduplication syndrome,ORPHA,19,19,0,0,0,0,15,171,52,119,52,0,0,0.001536,0.004703,RANKABLE
4609,ORPHA:66637,Diaphanospondylodysostosis,ORPHA,11,11,0,0,0,0,5,55,22,33,22,0,0,0.001536,0.008282,RANKABLE
4610,OMIM:617719,"Epiphyseal dysplasia, multiple, 7",OMIM,10,10,0,0,0,0,3,45,36,9,36,0,0,0.001535,0.001955,RANKABLE
4611,OMIM:619468,Nephronophthisis-like nephropathy 2,OMIM,12,12,0,0,0,0,5,66,17,49,17,0,0,0.001535,0.005516,RANKABLE
4612,OMIM:212070,Carboxypeptidase N deficiency,OMIM,4,4,0,0,0,0,1,6,2,4,2,0,0,0.001535,0.002079,RANKABLE
4613,OMIM:617028,"Intellectual developmental disorder, autosomal recessive 54",OMIM,5,5,0,0,0,0,2,10,10,0,10,0,0,0.001535,0.004703,RANKABLE
4614,OMIM:605809,"Myasthenic syndrome, congenital, 4A, slow-channel",OMIM,21,21,0,0,0,0,11,210,66,144,66,2,0,0.001535,0.026620,RANKABLE
4615,ORPHA:85279,KDM5C-related syndromic X-linked intellectual disability,ORPHA,25,25,0,0,0,0,16,300,69,231,69,0,0,0.001535,0.008019,RANKABLE
4616,ORPHA:52427,Retinitis punctata albescens,ORPHA,19,19,0,0,0,0,10,171,153,18,153,0,0,0.001535,0.002764,RANKABLE
4617,ORPHA:2596,Myopathy and diabetes mellitus,ORPHA,32,32,0,0,0,0,16,496,173,323,173,3,0,0.001535,0.014642,RANKABLE
4618,ORPHA:171881,Cap myopathy,ORPHA,30,30,0,0,0,0,15,435,160,275,160,0,0,0.001535,0.009823,RANKABLE
4619,OMIM:601718,Retinitis pigmentosa 19,OMIM,10,10,0,0,0,0,8,45,45,0,45,0,0,0.001534,0.002551,RANKABLE
4620,OMIM:211400,Bronchiectasis with or without elevated sweat chloride 1,OMIM,4,4,0,0,0,0,1,6,1,5,1,0,0,0.001534,0.001534,RANKABLE
