disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
OMIM:621179,"Diarrhea 15, congenital ",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000891,0.000891,RANKABLE
OMIM:181180,Say syndrome,OMIM,11,11,0,0,0,0,7,55,13,42,13,0,0,0.001435,0.002004,RANKABLE
OMIM:312750,Rett syndrome,OMIM,28,28,0,0,0,0,19,378,124,254,124,8,0,0.002544,0.023016,RANKABLE
OMIM:177170,Pseudoachondroplasia,OMIM,43,43,0,0,0,0,29,903,619,284,619,0,0,0.001752,0.002496,RANKABLE
OMIM:620501,Ziegler-Huang syndrome,OMIM,15,15,0,0,0,0,7,105,24,81,24,0,0,0.001139,0.002650,RANKABLE
OMIM:300354,"Intellectual developmental disorder, X-linked syndromic, Cabezas type",OMIM,48,48,0,0,0,0,28,1128,258,870,258,1,0,0.001343,0.010264,RANKABLE
OMIM:619380,Spermatogenic failure 55,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001071,0.001071,RANKABLE
OMIM:201710,Lipoid congenital adrenal hyperplasia,OMIM,4,4,0,0,0,0,1,6,2,4,2,0,0,0.001789,0.002510,RANKABLE
OMIM:615592,Immunodeficiency 15,OMIM,10,10,0,0,0,0,5,45,28,17,28,23,0,0.025861,0.065896,RANKABLE
OMIM:607196,"Microcephaly, Amish type",OMIM,19,19,0,0,0,0,10,171,37,134,37,0,0,0.001166,0.003483,RANKABLE
OMIM:120000,Coarctation of aorta,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000436,0.000436,RANKABLE
OMIM:611092,"Intellectual developmental disorder, autosomal recessive 6",OMIM,10,10,0,0,0,0,9,45,45,0,45,0,0,0.001451,0.004372,RANKABLE
OMIM:618908,Silver-Russell syndrome 5,OMIM,8,8,0,0,0,0,3,28,7,21,7,0,0,0.000871,0.001627,RANKABLE
OMIM:179613,Recombinant chromosome 8 syndrome,OMIM,45,45,0,0,0,0,29,990,209,781,209,0,0,0.000872,0.004372,RANKABLE
OMIM:169400,Pelger-Huet anomaly,OMIM,35,35,0,0,0,0,18,595,111,484,111,7,0,0.003171,0.033463,RANKABLE
OMIM:613685,"Deafness, autosomal recessive 83",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:124500,Vohwinkel syndrome,OMIM,5,5,0,0,0,0,2,10,2,8,2,0,0,0.001353,0.001657,RANKABLE
OMIM:217600,"Corneal dystrophy, Central type",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.000999,0.000999,RANKABLE
OMIM:613849,"Osteogenesis imperfecta, type XII",OMIM,28,28,0,0,0,0,21,378,152,226,152,0,0,0.001165,0.002484,RANKABLE
OMIM:213300,Joubert syndrome 1,OMIM,53,53,0,0,0,0,28,1378,353,1025,353,2,0,0.001426,0.013158,RANKABLE
OMIM:611938,"Ventricular tachycardia, catecholaminergic polymorphic, 2",OMIM,6,6,0,0,0,0,5,15,7,8,7,0,0,0.001188,0.001692,RANKABLE
OMIM:617391,"Epileptic encephalopathy, early infantile, 54",OMIM,17,17,0,0,0,0,14,136,121,15,121,10,0,0.002613,0.018026,RANKABLE
OMIM:301076,"Intellectual developmental disorder, X-linked, syndromic, Pilorge type",OMIM,9,9,0,0,0,0,3,36,15,21,15,0,0,0.001410,0.004006,RANKABLE
OMIM:614840,Hypogonadotropic hypogonadism 11 with or without anosmia,OMIM,7,7,0,0,0,0,2,21,16,5,16,0,0,0.001108,0.001487,RANKABLE
OMIM:615009,Schuurs-Hoeijmakers syndrome,OMIM,41,41,0,0,0,0,21,820,118,702,118,0,0,0.000876,0.004703,RANKABLE
OMIM:616500,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 3",OMIM,3,3,0,0,0,0,1,3,2,1,2,1,0,0.006385,0.010823,RANKABLE
OMIM:606713,Van der woude syndrome 2,OMIM,6,6,0,0,0,0,4,15,15,0,15,0,0,0.000571,0.002343,RANKABLE
OMIM:262710,Pituitary dwarfism with large sella turcica,OMIM,5,5,0,0,0,0,3,10,2,8,2,0,0,0.001716,0.002783,RANKABLE
OMIM:619155,"Nephrotic syndrome, type 22",OMIM,9,9,0,0,0,0,5,36,26,10,26,0,0,0.001220,0.004233,RANKABLE
OMIM:616266,"Congenital contractures of the limbs and face, hypotonia, and developmental delay",OMIM,39,39,0,0,0,0,19,741,210,531,210,1,0,0.001310,0.023016,RANKABLE
OMIM:143000,"Horner syndrome, congenital",OMIM,5,5,0,0,0,0,2,10,4,6,4,0,0,0.001332,0.001733,RANKABLE
OMIM:270300,Peeling skin syndrome 1,OMIM,12,12,0,0,0,0,10,66,34,32,34,6,0,0.006628,0.035543,RANKABLE
OMIM:614465,Joubert syndrome 16,OMIM,10,10,0,0,0,0,5,45,15,30,15,0,0,0.001813,0.004621,RANKABLE
OMIM:609352,"Epidermolysis bullosa simplex 2E, with migratory circinate erythema",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001159,0.001620,RANKABLE
OMIM:126840,DUODENAL ULCER DUE TO ANTRAL G-CELL HYPERFUNCTION,OMIM,3,3,0,0,0,0,0,3,0,3,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:619141,Frontotemporal dementia and/or amyotrophic lateral sclerosis 5,OMIM,8,8,0,0,0,0,7,28,16,12,16,0,0,0.001089,0.001685,RANKABLE
OMIM:601068,"Epilepsy, familial adult myoclonic, 1",OMIM,9,9,0,0,0,0,5,36,36,0,36,0,0,0.001391,0.001622,RANKABLE
OMIM:274600,Pendred syndrome,OMIM,8,8,0,0,0,0,5,28,6,22,6,0,0,0.000632,0.001013,RANKABLE
OMIM:600376,"Telangiectasia, hereditary hemorrhagic, type 2",OMIM,38,38,0,0,0,0,16,703,418,285,418,12,0,0.001305,0.036932,RANKABLE
OMIM:614303,Edict syndrome,OMIM,7,7,0,0,0,0,5,21,21,0,21,0,0,0.001048,0.001620,RANKABLE
OMIM:621390,"Neurodevelopmental disorder with early-onset seizures, facial dysmorphism, and behavioral abnormalities",OMIM,75,75,0,0,0,0,41,2775,994,1781,994,26,0,0.001562,0.021314,RANKABLE
OMIM:192315,"Vasculopathy, retinal, with cerebral leukodystrophy",OMIM,30,30,0,0,0,0,23,435,120,315,120,0,0,0.001206,0.004018,RANKABLE
OMIM:300803,"Intellectual developmental disorder, X-linked 97",OMIM,11,11,0,0,0,0,6,55,16,39,16,0,0,0.001541,0.004703,RANKABLE
OMIM:617622,Joubert syndrome 30,OMIM,30,30,0,0,0,0,22,435,123,312,123,0,0,0.001284,0.005425,RANKABLE
OMIM:170390,Andersen cardiodysrhythmic periodic paralysis,OMIM,54,54,0,0,0,0,29,1431,510,921,510,0,0,0.001180,0.002436,RANKABLE
OMIM:618511,"Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy",OMIM,14,14,0,0,0,0,10,91,26,65,26,0,0,0.001928,0.006779,RANKABLE
OMIM:613444,"Chromosome 16p11.2 deletion syndrome, 220kb",OMIM,5,5,0,0,0,0,4,10,2,8,2,0,0,0.000864,0.000988,RANKABLE
OMIM:615035,"Spastic paraplegia 55, autosomal recessive",OMIM,26,26,0,0,0,0,19,325,146,179,146,1,0,0.001375,0.016476,RANKABLE
OMIM:238350,HYPERLEXIA,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:227270,"Faciocardiomelic dysplasia, lethal",OMIM,14,14,0,0,0,0,11,91,44,47,44,0,0,0.001506,0.002030,RANKABLE
OMIM:275250,"Tongue, pigmented fungiform papillae of",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:611521,Immunodeficiency 35,OMIM,6,6,0,0,0,0,6,15,15,0,15,15,0,0.031329,0.042924,RANKABLE
OMIM:278760,"Xeroderma pigmentosum, complementation group F",OMIM,28,28,0,0,0,0,22,378,81,297,81,0,0,0.001527,0.007537,RANKABLE
OMIM:621384,Developmental delay with variable cardiac and renal congenital anomalies and dysmorphic facies,OMIM,102,102,0,0,0,0,52,5151,928,4223,928,32,6,0.003829,0.483539,RANKABLE
OMIM:178900,"Pupillary membrane, persistence of",OMIM,3,3,0,0,0,0,0,3,3,0,3,0,0,0.000905,0.000905,RANKABLE
OMIM:608716,"Microcephaly 5, primary, autosomal recessive",OMIM,30,30,0,0,0,0,21,435,192,243,192,0,0,0.000947,0.004703,RANKABLE
OMIM:618505,Stolerman neurodevelopmental syndrome,OMIM,230,230,0,0,0,0,125,26335,4903,21432,4903,67,0,0.001444,0.050940,RANKABLE
OMIM:619828,Spermatogenic failure 70,OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.000795,0.001071,RANKABLE
OMIM:620071,"Neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss",OMIM,21,21,0,0,0,0,11,210,45,165,45,0,0,0.001025,0.003324,RANKABLE
OMIM:300624,Fragile X syndrome,OMIM,24,24,0,0,0,0,13,276,62,214,62,0,0,0.001156,0.001973,RANKABLE
OMIM:617805,Renal hypodysplasia/aplasia 3,OMIM,7,7,0,0,0,0,4,21,21,0,21,0,0,0.000498,0.000625,RANKABLE
OMIM:249230,Megaepiphyseal dwarfism,OMIM,7,7,0,0,0,0,5,21,4,17,4,0,0,0.000281,0.000539,RANKABLE
OMIM:125420,"Dentin dysplasia, type II",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001252,0.001754,RANKABLE
OMIM:615974,"Deafness, autosomal recessive 102",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:173100,"Isolated growth hormone deficiency, type II",OMIM,6,6,0,0,0,0,2,15,4,11,4,0,0,0.001676,0.002605,RANKABLE
OMIM:619196,"Deafness, congenital, and adult-onset progressive leukoencephalopathy",OMIM,16,16,0,0,0,0,14,120,58,62,58,0,0,0.001076,0.001671,RANKABLE
OMIM:621409,"Autoinflammation and autoimmunity, systemic, with immune dysregulation 2 ",OMIM,29,29,0,0,0,0,18,406,93,313,93,18,1,0.009030,0.139253,RANKABLE
OMIM:619182,Gastric adenocarcinoma and proximal polyposis of the stomach,OMIM,4,4,0,0,0,0,1,6,6,0,6,0,0,0.004741,0.009800,RANKABLE
OMIM:620703,Yuksel-Vogel-Bauser syndrome,OMIM,17,17,0,0,0,0,8,136,22,114,22,0,0,0.000925,0.001841,RANKABLE
OMIM:615960,Poretti-Boltshauser syndrome,OMIM,18,18,0,0,0,0,16,153,65,88,65,0,0,0.001416,0.006068,RANKABLE
OMIM:240200,"Hypoadrenocorticism, familial",OMIM,12,12,0,0,0,0,10,66,6,60,6,0,0,0.001232,0.002283,RANKABLE
OMIM:209600,Atrioventricular dissociation,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:620065,"Developmental delay, behavioral abnormalities, and neuropsychiatric disorders",OMIM,16,16,0,0,0,0,11,120,58,62,58,0,0,0.001388,0.004703,RANKABLE
OMIM:608931,"Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency",OMIM,27,27,0,0,0,0,17,351,122,229,122,1,0,0.001058,0.027740,RANKABLE
OMIM:619814,Developmental and epileptic encephalopathy 101,OMIM,16,16,0,0,0,0,9,120,37,83,37,1,0,0.001766,0.024440,RANKABLE
OMIM:617839,Amyotrophic lateral sclerosis 23,OMIM,4,4,0,0,0,0,2,6,6,0,6,0,0,0.000790,0.001567,RANKABLE
OMIM:616299,Lipoyltransferase 1 deficiency,OMIM,23,23,0,0,0,0,14,253,76,177,76,6,0,0.002733,0.017610,RANKABLE
OMIM:621435,"Xeroderma pigmentosum, complementation group J",OMIM,22,22,0,0,0,0,12,231,58,173,58,0,0,0.001473,0.004006,RANKABLE
OMIM:617187,Spermatogenic failure 16,OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001334,0.001476,RANKABLE
OMIM:615948,Orofaciodigital syndrome XIV,OMIM,47,47,0,0,0,0,23,1081,276,805,276,0,0,0.000963,0.003756,RANKABLE
OMIM:208250,Camptodactyly-Arthropathy-Coxa vara-pericarditis syndrome,OMIM,10,10,0,0,0,0,3,45,36,9,36,0,0,0.002044,0.005339,RANKABLE
OMIM:605583,"Deafness, autosomal dominant 25",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.000331,0.000331,RANKABLE
OMIM:621421,Ramond-Elliott neurodevelopmental syndrome,OMIM,63,63,0,0,0,0,39,1953,436,1517,436,4,0,0.001405,0.027740,RANKABLE
OMIM:617193,"Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum",OMIM,55,55,0,0,0,0,36,1485,485,1000,485,13,0,0.001670,0.025522,RANKABLE
OMIM:148800,Kleeblattschaedel syndrome,OMIM,6,6,0,0,0,0,3,15,4,11,4,0,0,0.001568,0.001936,RANKABLE
OMIM:611284,"Dystonia, focal, task-specific",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:258315,Omodysplasia 1,OMIM,35,35,0,0,0,0,15,595,277,318,277,0,0,0.001187,0.001959,RANKABLE
OMIM:612955,Long QT syndrome 12,OMIM,4,4,0,0,0,0,1,6,6,0,6,0,0,0.001217,0.001460,RANKABLE
OMIM:613493,"Immunodeficiency, common variable, 3",OMIM,13,13,0,0,0,0,8,78,78,0,78,62,1,0.029273,0.104901,RANKABLE
OMIM:602401,"Ectodermal dysplasia 8, Hair/tooth/nail type",OMIM,9,9,0,0,0,0,5,36,27,9,27,0,0,0.000793,0.002368,RANKABLE
OMIM:618459,Immunodeficiency 62,OMIM,13,13,0,0,0,0,6,78,68,10,68,53,6,0.036674,0.146495,RANKABLE
OMIM:619747,"Cardiomyopathy, dilated, 2F",OMIM,7,7,0,0,0,0,2,21,15,6,15,0,0,0.000904,0.001489,RANKABLE
OMIM:174900,Juvenile polyposis syndrome,OMIM,14,14,0,0,0,0,9,91,38,53,38,6,1,0.007806,0.136267,RANKABLE
OMIM:230650,"GM1-gangliosidosis, type III",OMIM,27,27,0,0,0,0,20,351,83,268,83,0,0,0.001339,0.004006,RANKABLE
OMIM:612160,"Histiocytoma, angiomatoid fibrous, somatic",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:617018,Spinocerebellar ataxia 43,OMIM,18,18,0,0,0,0,12,153,62,91,62,0,0,0.001231,0.003252,RANKABLE
OMIM:600202,"Dyslexia, susceptibility to, 2",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:616460,"Intellectual developmental disorder, autosomal recessive 50",OMIM,4,4,0,0,0,0,3,6,1,5,1,0,0,0.000726,0.000726,RANKABLE
DECIPHER:15,Nf1-Microdeletion syndrome,DECIPHER,6,6,0,0,0,0,5,15,2,13,2,0,0,0.001417,0.002089,RANKABLE
OMIM:617756,Erythrokeratodermia variabilis et progressiva 5,OMIM,6,6,0,0,0,0,6,15,6,9,6,0,0,0.001224,0.001982,RANKABLE
OMIM:300977,Scholte syndrome,OMIM,19,19,0,0,0,0,7,171,53,118,53,0,0,0.001141,0.001827,RANKABLE
OMIM:231200,Bernard-Soulier syndrome,OMIM,13,13,0,0,0,0,5,78,78,0,78,0,0,0.000934,0.001053,RANKABLE
OMIM:613530,"Muscular dystrophy, limb-girdle, type 1H",OMIM,9,9,0,0,0,0,6,36,21,15,21,0,0,0.001085,0.009109,RANKABLE
OMIM:190310,"Tremor, nystagmus, and duodenal ulcer",OMIM,5,5,0,0,0,0,4,10,3,7,3,0,0,0.000622,0.000744,RANKABLE
OMIM:235700,"Hemolytic anemia, nonspherocytic, due to hexokinase deficiency",OMIM,10,10,0,0,0,0,4,45,17,28,17,0,0,0.002073,0.008928,RANKABLE
OMIM:617030,"Myopathy, distal, 5",OMIM,9,9,0,0,0,0,5,36,23,13,23,0,0,0.000989,0.002337,RANKABLE
OMIM:619009,Oocyte maturation defect 8,OMIM,4,4,0,0,0,0,2,6,1,5,1,0,0,0.001030,0.001030,RANKABLE
OMIM:620850,Spermatogenic failure 94,OMIM,8,8,0,0,0,0,2,28,28,0,28,0,0,0.001120,0.001506,RANKABLE
OMIM:106400,"Ankylosing vertebral hyperostosis with tylosisdiffuse idiopathic skeletal hyperostosis, included",OMIM,2,2,0,0,0,0,0,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:608104,"Congenital disorder of glycosylation, type Ih",OMIM,33,33,0,0,0,0,20,528,52,476,52,4,0,0.004308,0.027908,RANKABLE
OMIM:617024,"Night blindness, congenital stationary, type 1H",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.000517,0.000795,RANKABLE
OMIM:620688,"Intellectual developmental disorder, autosomal dominant 74",OMIM,31,31,0,0,0,0,13,465,182,283,182,0,0,0.001257,0.004006,RANKABLE
OMIM:618317,"Basal ganglia calcification, idiopathic, 7, autosomal recessive",OMIM,22,22,0,0,0,0,17,231,210,21,210,0,0,0.001204,0.001657,RANKABLE
OMIM:227310,"Factor V and factor VIII, combined deficiency of, with normal proteinc and protein C inhibitor",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000836,0.000942,RANKABLE
OMIM:615633,Short-Rib thoracic dysplasia 11 with or without polydactyly,OMIM,16,16,0,0,0,0,10,120,30,90,30,0,0,0.001473,0.005017,RANKABLE
OMIM:615155,Steel syndrome,OMIM,18,18,0,0,0,0,10,153,47,106,47,0,0,0.001414,0.002077,RANKABLE
OMIM:186200,"Syndactyly, type IV",OMIM,8,8,0,0,0,0,4,28,28,0,28,0,0,0.001686,0.002253,RANKABLE
DECIPHER:29,Charcot-Marie-Tooth syndrome type 1A (CMT1A),DECIPHER,8,8,0,0,0,0,4,28,21,7,21,0,0,0.000831,0.001500,RANKABLE
OMIM:271630,"Brachyolmia type 1, Toledo type",OMIM,16,16,0,0,0,0,8,120,78,42,78,0,0,0.001380,0.001868,RANKABLE
OMIM:102100,"Acromegaloid changes, cutis verticis gyrata, and corneal leukoma",OMIM,8,8,0,0,0,0,4,28,4,24,4,0,0,0.001346,0.001803,RANKABLE
OMIM:300963,Ritscher-Schinzel syndrome 2,OMIM,36,36,0,0,0,0,20,630,159,471,159,0,0,0.001216,0.004372,RANKABLE
OMIM:609597,Parietal foramina 2,OMIM,6,6,0,0,0,0,2,15,6,9,6,0,0,0.000716,0.001098,RANKABLE
OMIM:617971,"Methemoglobinemia, Beta type",OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:300988,Immunodeficiency 50,OMIM,6,6,0,0,0,0,6,15,15,0,15,14,0,0.031257,0.066178,RANKABLE
OMIM:619784,"Epidermolysis bullosa, junctional 2B, severe",OMIM,4,4,0,0,0,0,1,6,6,0,6,0,0,0.001044,0.001620,RANKABLE
OMIM:300750,"Spastic paraplegia 34, X-linked",OMIM,7,7,0,0,0,0,6,21,21,0,21,0,0,0.001107,0.001597,RANKABLE
OMIM:620663,"Spondyloepimetaphyseal dysplasia, Guo-Campeau type",OMIM,57,57,0,0,0,0,37,1596,579,1017,579,0,0,0.001618,0.004703,RANKABLE
OMIM:109900,Blepharochalasis and double lip,OMIM,3,3,0,0,0,0,1,3,1,2,1,0,0,0.000379,0.000379,RANKABLE
OMIM:610978,"Choreoathetosis, hypothyroidism, and neonatal respiratory distress",OMIM,38,38,0,0,0,0,26,703,237,466,237,1,0,0.001393,0.010680,RANKABLE
OMIM:161470,"Nasal alar collapse, bilateral",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:604919,Becker nevus syndrome,OMIM,6,6,0,0,0,0,4,15,6,9,6,0,0,0.001020,0.001345,RANKABLE
OMIM:125540,"Dermal ridges, patternless",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:609583,Joubert syndrome 4,OMIM,17,17,0,0,0,0,10,136,46,90,46,0,0,0.000906,0.001619,RANKABLE
OMIM:617965,Spermatogenic failure 27,OMIM,6,6,0,0,0,0,1,15,15,0,15,0,0,0.001117,0.001476,RANKABLE
OMIM:619790,Oculopharyngodistal myopathy 4,OMIM,19,19,0,0,0,0,11,171,40,131,40,0,0,0.000795,0.001617,RANKABLE
OMIM:620111,"Charcot-Marie-Tooth disease, demyelinating, type 1J",OMIM,9,9,0,0,0,0,5,36,18,18,18,0,0,0.001244,0.001705,RANKABLE
OMIM:615182,Combined D-2- and L-2-hydroxyglutaric aciduria,OMIM,23,23,0,0,0,0,14,253,74,179,74,0,0,0.001212,0.008019,RANKABLE
OMIM:201300,"Neuropathy, hereditary sensory and autonomic, type II",OMIM,21,21,0,0,0,0,11,210,47,163,47,1,0,0.001626,0.023567,RANKABLE
OMIM:606840,"Faciomandibular myoclonus, nocturnal",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001523,0.001523,RANKABLE
OMIM:620139,Combined oxidative phosphorylation deficiency 56,OMIM,20,20,0,0,0,0,11,190,38,152,38,0,0,0.001428,0.002283,RANKABLE
OMIM:620887,Multiple mitochondrial dysfunctions syndrome 9B,OMIM,193,193,0,0,0,0,123,18528,4557,13971,4557,180,2,0.001913,0.207553,RANKABLE
OMIM:248700,Marden-Walker syndrome,OMIM,49,49,0,0,0,0,30,1176,271,905,271,0,0,0.001147,0.009800,RANKABLE
OMIM:602398,Desmosterolosis,OMIM,48,48,0,0,0,0,27,1128,279,849,279,0,0,0.001060,0.008019,RANKABLE
OMIM:604931,Cortisone reductase deficiency 1,OMIM,7,7,0,0,0,0,6,21,4,17,4,0,0,0.000980,0.001087,RANKABLE
OMIM:276822,Ulnar agenesis and endocardial fibroelastosis,OMIM,4,4,0,0,0,0,2,6,1,5,1,0,0,0.002022,0.002022,RANKABLE
OMIM:113970,Burkitt lymphoma,OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:615828,Vulto-van Silfout-de Vries syndrome,OMIM,29,29,0,0,0,0,13,406,143,263,143,6,0,0.001894,0.019268,RANKABLE
OMIM:136500,"Focal facial dermal dysplasia 1, Brauer type",OMIM,4,4,0,0,0,0,0,6,3,3,3,0,0,0.000451,0.000595,RANKABLE
OMIM:617959,Spermatogenic failure 24,OMIM,5,5,0,0,0,0,1,10,10,0,10,0,0,0.001022,0.001476,RANKABLE
OMIM:621233,Immunodysregulation with variable immunodeficiency and autoimmunity,OMIM,60,60,0,0,0,0,29,1770,1023,747,1023,734,24,0.025137,0.354244,RANKABLE
OMIM:617781,Retinitis pigmentosa 80,OMIM,8,8,0,0,0,0,6,28,15,13,15,0,0,0.001511,0.002249,RANKABLE
OMIM:606854,"Polymicrogyria, bilateral frontoparietal",OMIM,21,21,0,0,0,0,15,210,124,86,124,0,0,0.001069,0.004372,RANKABLE
OMIM:132000,Epidermolysis bullosa with congenital localized absence of skin anddeformity of nails,OMIM,6,6,0,0,0,0,4,15,15,0,15,0,0,0.001157,0.001641,RANKABLE
OMIM:305600,Focal dermal hypoplasia,OMIM,87,87,0,0,0,0,55,3741,686,3055,686,8,1,0.001934,0.170872,RANKABLE
OMIM:615419,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 1",OMIM,36,36,0,0,0,0,21,630,140,490,140,7,0,0.002155,0.024440,RANKABLE
OMIM:612376,Acute promyelocytic leukemia,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000953,0.000953,RANKABLE
OMIM:613068,Neurodegeneration due to cerebral folate transport deficiency,OMIM,4,4,0,0,0,0,4,6,6,0,6,2,0,0.007735,0.018026,RANKABLE
OMIM:266600,"Inflammatory bowel disease 1, Crohn disease",OMIM,11,11,0,0,0,0,7,55,26,29,26,17,0,0.020502,0.050940,RANKABLE
OMIM:614707,Brown-Vialetto-Van laere syndrome 2,OMIM,25,25,0,0,0,0,20,300,102,198,102,0,0,0.001278,0.001952,RANKABLE
OMIM:619223,Immunodeficiency 77,OMIM,8,8,0,0,0,0,1,28,5,23,5,3,1,0.035893,0.118761,RANKABLE
OMIM:619545,Hypoplastic femurs and pelvis,OMIM,2,2,0,0,0,0,0,1,1,0,1,0,0,0.001845,0.001845,RANKABLE
OMIM:618883,"Hypoparathyroidism, familial isolated 2",OMIM,4,4,0,0,0,0,1,6,6,0,6,5,3,0.298116,0.940849,RANKABLE
OMIM:262300,Achromatopsia 3,OMIM,10,10,0,0,0,0,4,45,45,0,45,0,0,0.000779,0.001631,RANKABLE
OMIM:614075,Hermansky-Pudlak syndrome 6,OMIM,34,34,0,0,0,0,16,561,110,451,110,1,0,0.001242,0.019417,RANKABLE
OMIM:151000,"Lentiginosis, centrofacial neurodysraphic",OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:222730,Dicarboxylicamino aciduria,OMIM,5,5,0,0,0,0,3,10,5,5,5,0,0,0.001700,0.002512,RANKABLE
OMIM:618129,"Muscular dystrophy, limb-girdle, autosomal dominant 4",OMIM,14,14,0,0,0,0,9,91,56,35,56,0,0,0.000792,0.001803,RANKABLE
OMIM:118400,Cherubism,OMIM,17,17,0,0,0,0,10,136,59,77,59,0,0,0.000962,0.002454,RANKABLE
OMIM:155500,"Macrodactyly, somatic",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:127800,Dysplasia epiphysealis hemimelica,OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:617232,"Muscular dystrophy, limb-girdle, autosomal recessive 21",OMIM,12,12,0,0,0,0,7,66,20,46,20,0,0,0.001857,0.009487,RANKABLE
OMIM:223360,"Orthostatic hypotension 1, due to DBH deficiency",OMIM,21,21,0,0,0,0,10,210,33,177,33,5,4,0.020617,0.142780,RANKABLE
OMIM:615425,"Epidermolysis bullosa simplex, autosomal recessive 2",OMIM,6,6,0,0,0,0,5,15,15,0,15,0,0,0.001191,0.001678,RANKABLE
OMIM:615343,"Pulmonary hypertension, primary, 3",OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.000481,0.000630,RANKABLE
OMIM:608474,Myopia 5,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001484,0.001484,RANKABLE
OMIM:616892,"Nephrotic syndrome, type 12",OMIM,5,5,0,0,0,0,1,10,10,0,10,0,0,0.000538,0.001107,RANKABLE
OMIM:618667,"Hydrocephalus, congenital communicating, 1",OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.000880,0.001679,RANKABLE
OMIM:601322,"Porencephaly, cerebellar hypoplasia, and internal malformations",OMIM,6,6,0,0,0,0,3,15,6,9,6,0,0,0.001661,0.002419,RANKABLE
OMIM:611131,Retinitis pigmentosa 37,OMIM,12,12,0,0,0,0,8,66,66,0,66,0,0,0.001335,0.002289,RANKABLE
OMIM:617540,"Pituitary adenoma 5, multiple types",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:614049,"Atrial fibrillation, familial, 11",OMIM,4,4,0,0,0,0,2,6,6,0,6,0,0,0.001277,0.001478,RANKABLE
OMIM:612438,"Leukodystrophy, hypomyelinating, 6",OMIM,26,26,0,0,0,0,22,325,172,153,172,11,0,0.002348,0.019513,RANKABLE
OMIM:615431,"Myopia 23, autosomal recessive",OMIM,4,4,0,0,0,0,2,6,6,0,6,0,0,0.000923,0.001584,RANKABLE
OMIM:618115,Spermatogenic failure 32,OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001334,0.001476,RANKABLE
