disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
OMIM:620484,Thrombocytopenia 10,OMIM,7,7,0,0,0,0,2,21,21,0,21,0,0,0.000926,0.001053,RANKABLE
OMIM:617228,Combined oxidative phosphorylation deficiency 31,OMIM,22,22,0,0,0,0,12,231,46,185,46,0,0,0.001084,0.005894,RANKABLE
OMIM:611881,Glycogen storage disease XII,OMIM,28,28,0,0,0,0,16,378,61,317,61,2,0,0.002357,0.010985,RANKABLE
OMIM:613728,"Spinocerebellar ataxia, autosomal recessive 10",OMIM,19,19,0,0,0,0,11,171,88,83,88,0,0,0.001155,0.001553,RANKABLE
OMIM:266140,"Pyropoikilocytosis, hereditary",OMIM,4,4,0,0,0,0,2,6,6,0,6,0,0,0.003915,0.007396,RANKABLE
OMIM:155240,"Thyroid carcinoma, familial medullary",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:612422,"Cardiomyopathy, familial restrictive, 3",OMIM,8,8,0,0,0,0,4,28,28,0,28,0,0,0.000565,0.001737,RANKABLE
OMIM:614053,"Mitochondrial complex V (atp synthase) deficiency, nuclear type 3",OMIM,6,6,0,0,0,0,4,15,4,11,4,0,0,0.001836,0.002262,RANKABLE
OMIM:601338,"Cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss",OMIM,34,34,0,0,0,0,24,561,198,363,198,0,0,0.001241,0.001698,RANKABLE
OMIM:620490,Spermatogenic failure 85,OMIM,5,5,0,0,0,0,0,10,10,0,10,0,0,0.001200,0.001455,RANKABLE
OMIM:611895,Amyotrophic lateral sclerosis 9,OMIM,4,4,0,0,0,0,3,6,4,2,4,0,0,0.001889,0.002998,RANKABLE
OMIM:600740,"Hypocalciuric hypercalcemia, familial, type III",OMIM,19,19,0,0,0,0,10,171,32,139,32,4,0,0.003098,0.019077,RANKABLE
OMIM:619239,Neurodevelopmental disorder with or without autism or seizures,OMIM,22,22,0,0,0,0,11,231,110,121,110,0,0,0.001326,0.004006,RANKABLE
OMIM:275100,"Hypothyroidism, congenital, nongoitrous, 4",OMIM,16,16,0,0,0,0,6,120,20,100,20,0,0,0.001704,0.004661,RANKABLE
OMIM:617214,Spermatogenic failure 17,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:227646,"Fanconi anemia, complementation group D2",OMIM,50,50,0,0,0,0,28,1225,134,1091,134,4,0,0.001403,0.016116,RANKABLE
OMIM:271400,"Asplenia, isolated congenital",OMIM,3,3,0,0,0,0,0,3,1,2,1,0,0,0.000937,0.000937,RANKABLE
OMIM:618641,Infantile liver failure syndrome 3,OMIM,18,18,0,0,0,0,16,153,36,117,36,5,0,0.005610,0.018078,RANKABLE
OMIM:617572,Exudative vitreoretinopathy 7,OMIM,6,6,0,0,0,0,4,15,15,0,15,0,0,0.001481,0.002338,RANKABLE
OMIM:610209,"Migraine with or without aura, susceptibility to, 11",OMIM,6,6,0,0,0,0,1,15,7,8,7,0,0,0.000958,0.001406,RANKABLE
OMIM:618655,"Myopathy, distal, 6, adult onset",OMIM,12,12,0,0,0,0,5,66,45,21,45,0,0,0.000867,0.002691,RANKABLE
OMIM:142700,Developmental dysplasia of the hip 1,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000743,0.000743,RANKABLE
OMIM:146200,"Hypoparathyroidism, familial isolated",OMIM,11,11,0,0,0,0,5,55,14,41,14,5,3,0.128531,0.940849,RANKABLE
OMIM:601462,"Myasthenic syndrome, congenital, 1A, slow-channel",OMIM,20,20,0,0,0,0,12,190,51,139,51,4,0,0.001945,0.027740,RANKABLE
OMIM:608320,"Coronary artery disease, autosomal dominant, 1",OMIM,7,7,0,0,0,0,4,21,4,17,4,0,0,0.000962,0.002283,RANKABLE
OMIM:212400,Cataract and congenital ichthyosis,OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:616491,"Charcot-Marie-Tooth disease, axonal, type 2V",OMIM,10,10,0,0,0,0,9,45,22,23,22,0,0,0.001126,0.002163,RANKABLE
OMIM:265850,PYGMY,OMIM,3,3,0,0,0,0,3,3,0,3,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:615198,Osteosclerotic metaphyseal dysplasia,OMIM,12,12,0,0,0,0,9,66,21,45,21,0,0,0.001841,0.004372,RANKABLE
OMIM:614286,Myelodysplastic syndrome,OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:216100,Cleft lip/palate with abnormal thumbs and microcephaly,OMIM,16,16,0,0,0,0,12,120,23,97,23,0,0,0.001855,0.005806,RANKABLE
OMIM:611498,Nephronophthisis 7,OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000565,0.000583,RANKABLE
OMIM:601853,Gomez-Lopez-Hernandez syndrome,OMIM,39,39,0,0,0,0,21,741,224,517,224,0,0,0.000949,0.002068,RANKABLE
OMIM:601847,"Cholestasis, progressive familial intrahepatic 2",OMIM,13,13,0,0,0,0,10,78,31,47,31,4,0,0.007694,0.025664,RANKABLE
OMIM:168300,Paramyotonia congenita,OMIM,41,41,0,0,0,0,30,820,162,658,162,1,1,0.002248,0.166157,RANKABLE
OMIM:300004,"Corpus callosum, agenesis of, with abnormal genitalia",OMIM,31,31,0,0,0,0,24,465,87,378,87,0,0,0.001098,0.004372,RANKABLE
OMIM:620651,"Diabetes, deafness, developmental delay, and short stature syndrome",OMIM,14,14,0,0,0,0,8,91,25,66,25,0,0,0.001866,0.002787,RANKABLE
OMIM:180870,Ruvalcaba syndrome,OMIM,23,23,0,0,0,0,14,253,90,163,90,0,0,0.001559,0.002223,RANKABLE
OMIM:614292,"Myopia, high, with cataract and vitreoretinal degeneration",OMIM,8,8,0,0,0,0,4,28,28,0,28,0,0,0.001570,0.002385,RANKABLE
OMIM:620137,"Mitochondrial complex III deficiency, nuclear type 11",OMIM,13,13,0,0,0,0,12,78,22,56,22,5,1,0.012917,0.179972,RANKABLE
OMIM:612813,"Spondyloepimetaphyseal dysplasia, Aggrecan type",OMIM,22,22,0,0,0,0,10,231,130,101,130,0,0,0.001672,0.002524,RANKABLE
OMIM:618480,Neurodevelopmental disorder with seizures and speech and walking impairment,OMIM,28,28,0,0,0,0,16,378,91,287,91,0,0,0.001207,0.003059,RANKABLE
OMIM:176670,Hutchinson-Gilford progeria syndrome,OMIM,13,13,0,0,0,0,6,78,22,56,22,0,0,0.001104,0.002263,RANKABLE
OMIM:621201,"Neurodevelopmental disorder with dysmorphic facies, brain anomalies, and seizures",OMIM,110,110,0,0,0,0,58,5995,2028,3967,2028,0,0,0.000857,0.004372,RANKABLE
OMIM:225290,ECTRODACTYLY-POLYDACTYLY,OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001269,0.001927,RANKABLE
OMIM:621567,"Congenital disorder of glycosylation, type 1bb ",OMIM,20,20,0,0,0,0,12,190,13,177,13,0,0,0.001144,0.003483,RANKABLE
OMIM:620679,"Lipodystrophy, familial partial, type 8",OMIM,12,12,0,0,0,0,8,66,14,52,14,6,3,0.038706,0.165425,RANKABLE
OMIM:221790,DERMATOLEUKODYSTROPHY,OMIM,10,10,0,0,0,0,6,45,5,40,5,0,0,0.001202,0.001685,RANKABLE
OMIM:618494,"Congenital hypotonia, epilepsy, developmental delay, and digital anomalies",OMIM,56,56,0,0,0,0,28,1540,236,1304,236,2,0,0.001191,0.025921,RANKABLE
OMIM:608687,Spinocerebellar ataxia 20,OMIM,11,11,0,0,0,0,8,55,29,26,29,0,0,0.001237,0.001565,RANKABLE
OMIM:245570,"Epilepsy, focal, with speech disorder and with or without impaired intellectual development",OMIM,22,22,0,0,0,0,14,231,139,92,139,10,0,0.002648,0.019513,RANKABLE
OMIM:300986,"Intellectual developmental disorder, X-linked syndromic, Bain type",OMIM,50,50,0,0,0,0,31,1225,286,939,286,14,0,0.001887,0.024440,RANKABLE
OMIM:251505,"Microphthalmia, isolated, with coloboma 4",OMIM,4,4,0,0,0,0,3,6,3,3,3,0,0,0.001784,0.001834,RANKABLE
OMIM:222500,DIASTEMATOMYELIA,OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:617994,"Tumoral calcinosis, hyperphosphatemic, familial, 3",OMIM,15,15,0,0,0,0,4,105,21,84,21,0,0,0.001648,0.002510,RANKABLE
OMIM:619761,"Cerebellar dysfunction, impaired intellectual development, and hypogonadotropic hypogonadism",OMIM,26,26,0,0,0,0,19,325,72,253,72,0,0,0.001403,0.004661,RANKABLE
OMIM:616452,B-cell expansion with NFKB and T-cell anergy,OMIM,7,7,0,0,0,0,5,21,19,2,19,14,2,0.045819,0.324863,RANKABLE
OMIM:610023,"Brachydactyly, coloboma, and anterior segment dysgenesis",OMIM,12,12,0,0,0,0,9,66,18,48,18,0,0,0.001508,0.002154,RANKABLE
OMIM:607239,"Deafness, autosomal recessive 33",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:620686,Premature ovarian failure 23,OMIM,6,6,0,0,0,0,0,15,7,8,7,0,0,0.000864,0.001078,RANKABLE
OMIM:619007,Retinitis pigmentosa 90,OMIM,9,9,0,0,0,0,6,36,36,0,36,0,0,0.001582,0.002300,RANKABLE
OMIM:615629,"Deafness, autosomal dominant 56",OMIM,2,2,0,0,0,0,2,1,1,0,1,0,0,0.000331,0.000331,RANKABLE
OMIM:191000,"Trochlea of the humerus, aplasia of",OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:115300,"Carotenemia, familial",OMIM,3,3,0,0,0,0,1,3,1,2,1,1,1,0.136429,0.136429,RANKABLE
OMIM:601884,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 1,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001189,0.001189,RANKABLE
OMIM:619013,Rajab interstitial lung disease with brain calcifications 2,OMIM,25,25,0,0,0,0,17,300,35,265,35,1,0,0.002346,0.016888,RANKABLE
OMIM:609200,"Myopathy, myofibrillar, 3",OMIM,16,16,0,0,0,0,9,120,49,71,49,0,0,0.000753,0.002659,RANKABLE
OMIM:609566,Parietal foramina 3,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.000984,0.000984,RANKABLE
OMIM:300979,Xq25 duplication syndrome,OMIM,21,21,0,0,0,0,16,210,77,133,77,0,0,0.000944,0.004703,RANKABLE
OMIM:617980,Erythrocytosis 6,OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000217,0.000295,RANKABLE
OMIM:619775,Congenital disorder of deglycosylation 2,OMIM,34,34,0,0,0,0,21,561,153,408,153,0,0,0.001064,0.004703,RANKABLE
OMIM:600224,Spinocerebellar ataxia 5,OMIM,25,25,0,0,0,0,16,300,168,132,168,0,0,0.001170,0.001732,RANKABLE
OMIM:614251,Parkinson disease 18,OMIM,5,5,0,0,0,0,3,10,6,4,6,0,0,0.000848,0.001227,RANKABLE
OMIM:602433,"Amyotrophic lateral sclerosis 4, juvenile",OMIM,17,17,0,0,0,0,8,136,94,42,94,0,0,0.000804,0.002691,RANKABLE
OMIM:617770,Spinocerebellar ataxia 46,OMIM,10,10,0,0,0,0,6,45,24,21,24,0,0,0.000992,0.001526,RANKABLE
OMIM:618443,Neurodevelopmental disorder with or without variable brain abnormalities,OMIM,60,60,0,0,0,0,33,1770,421,1349,421,1,0,0.001046,0.021314,RANKABLE
OMIM:619985,Glycosylphosphatidylinositol biosynthesis defect 25,OMIM,9,9,0,0,0,0,4,36,3,33,3,0,0,0.000424,0.000707,RANKABLE
OMIM:614279,"46,xy sex reversal 8",OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.001280,0.001421,RANKABLE
OMIM:613270,"Corneal dystrophy, fuchs endothelial, 6",OMIM,6,6,0,0,0,0,4,15,15,0,15,0,0,0.001079,0.001627,RANKABLE
OMIM:618325,Lissencephaly 9 with complex brainstem malformation,OMIM,34,34,0,0,0,0,20,561,285,276,285,1,0,0.001153,0.027740,RANKABLE
OMIM:130180,"ELECTROENCEPHALOGRAM, LOW-VOLTAGE",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:618331,"Encephalopathy, progressive, early-onset, with episodic rhabdomyolysis",OMIM,13,13,0,0,0,0,9,78,46,32,46,5,0,0.003097,0.017948,RANKABLE
OMIM:615615,Immunodeficiency 18,OMIM,15,15,0,0,0,0,9,105,105,0,105,81,0,0.023259,0.093784,RANKABLE
OMIM:613502,"Agammaglobulinemia 4, autosomal recessive",OMIM,11,11,0,0,0,0,7,55,45,10,45,34,3,0.033621,0.162201,RANKABLE
OMIM:250800,Methemoglobinemia due to deficiency of methemoglobin reductase,OMIM,15,15,0,0,0,0,11,105,21,84,21,0,0,0.001215,0.004372,RANKABLE
OMIM:207780,AREDYLD,OMIM,4,4,0,0,0,0,2,6,1,5,1,0,0,0.000851,0.000851,RANKABLE
OMIM:618457,"Deafness, autosomal recessive 115",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:608644,"Ciliary dyskinesia, primary, 3, with or without situs inversus",OMIM,8,8,0,0,0,0,2,28,17,11,17,2,0,0.004217,0.023704,RANKABLE
OMIM:619991,"Liver disease, severe congenital",OMIM,100,100,0,0,0,0,54,4950,775,4175,775,132,34,0.011765,0.178280,RANKABLE
OMIM:252150,"Molybdenum cofactor deficiency, complementation group A",OMIM,42,42,0,0,0,0,16,861,224,637,224,0,0,0.001208,0.008019,RANKABLE
OMIM:612783,Immunodeficiency 10,OMIM,28,28,0,0,0,0,22,378,155,223,155,110,8,0.027914,0.440631,RANKABLE
OMIM:615952,"Autoimmune disease, multisystem, infantile-onset, 1",OMIM,23,23,0,0,0,0,12,253,80,173,80,51,3,0.037290,0.440631,RANKABLE
OMIM:614494,Retinitis pigmentosa 63,OMIM,4,4,0,0,0,0,4,6,6,0,6,0,0,0.001573,0.002551,RANKABLE
OMIM:221800,Dermochondrocorneal dystrophy,OMIM,8,8,0,0,0,0,4,28,5,23,5,0,0,0.001331,0.001920,RANKABLE
OMIM:256450,"Hyperinsulinemic hypoglycemia, familial, 1",OMIM,6,6,0,0,0,0,2,15,5,10,5,0,0,0.001468,0.002630,RANKABLE
OMIM:620731,Microphthalmia/coloboma 11,OMIM,15,15,0,0,0,0,9,105,105,0,105,0,0,0.001412,0.002495,RANKABLE
OMIM:601927,"Lymphedema, cardiac septal defects, and characteristic facies",OMIM,22,22,0,0,0,0,10,231,53,178,53,0,0,0.000590,0.006375,RANKABLE
OMIM:182875,"Speech development, delayed, with facial asymmetry, strabismus, andtransverse earlobe crease",OMIM,9,9,0,0,0,0,4,36,6,30,6,0,0,0.001206,0.004623,RANKABLE
OMIM:620725,Bethlem myopathy 1B,OMIM,13,13,0,0,0,0,8,78,66,12,66,0,0,0.000846,0.001936,RANKABLE
OMIM:615946,"Myopia 24, autosomal dominant",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:614480,"Hypertriglyceridemia, transient infantile",OMIM,10,10,0,0,0,0,9,45,17,28,17,3,0,0.005968,0.018418,RANKABLE
OMIM:613489,"Congenital disorder of glycosylation, type IIj",OMIM,27,27,0,0,0,0,20,351,75,276,75,8,0,0.004203,0.033351,RANKABLE
OMIM:164300,Oculopharyngeal muscular dystrophy,OMIM,14,14,0,0,0,0,10,91,23,68,23,0,0,0.000865,0.001643,RANKABLE
OMIM:621375,"Immune dysregulation, neurodevelopmental defects, and colitis",OMIM,36,36,0,0,0,0,24,630,135,495,135,64,0,0.015210,0.086840,RANKABLE
OMIM:129200,Basan syndrome,OMIM,14,14,0,0,0,0,7,91,62,29,62,0,0,0.001292,0.002170,RANKABLE
OMIM:619832,"Auditory neuropathy, autosomal dominant 3",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000694,0.000694,RANKABLE
OMIM:300158,"Arthrogryposis, congenital, lower limb, X-linked",OMIM,6,6,0,0,0,0,3,15,9,6,9,0,0,0.001122,0.001621,RANKABLE
OMIM:618292,"Neurodevelopmental disorder with impaired intellectual development, hypotonia, and ataxia",OMIM,20,20,0,0,0,0,10,190,66,124,66,0,0,0.000857,0.001844,RANKABLE
OMIM:620719,"Neurodevelopmental disorder with motor abnormalities, seizures, and facial dysmorphism",OMIM,49,49,0,0,0,0,30,1176,270,906,270,0,0,0.001107,0.004372,RANKABLE
OMIM:618286,"Macrocephaly, acquired, with impaired intellectual development",OMIM,24,24,0,0,0,0,13,276,115,161,115,0,0,0.000886,0.004703,RANKABLE
OMIM:502500,"ALZHEIMER DISEASE, SUSCEPTIBILITY TO, MITOCHONDRIAL",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.000994,0.001567,RANKABLE
OMIM:621407,"Schizophrenia, susceptibility to, 17",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001475,0.001475,RANKABLE
OMIM:619826,Spermatogenic failure 69,OMIM,2,2,0,0,0,0,0,1,1,0,1,0,0,0.001455,0.001455,RANKABLE
OMIM:257000,NEUROVISCERAL STORAGE DISEASE WITH CURVILINEAR BODIES,OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:612740,"Porphyria, acute hepatic",OMIM,9,9,0,0,0,0,6,36,5,31,5,0,0,0.001121,0.001579,RANKABLE
OMIM:614331,"Colorectal cancer, hereditary nonpolyposis, type 6",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:612998,"Emery-Dreifuss muscular dystrophy 4, autosomal dominant",OMIM,6,6,0,0,0,0,5,15,6,9,6,0,0,0.000275,0.000914,RANKABLE
OMIM:620094,Neurodevelopmental disorder with eye movement abnormalities and ataxia,OMIM,22,22,0,0,0,0,19,231,86,145,86,0,0,0.001407,0.004661,RANKABLE
OMIM:617638,Immunodeficiency 11B with atopic dermatitis,OMIM,13,13,0,0,0,0,8,78,59,19,59,49,3,0.034863,0.167066,RANKABLE
OMIM:619615,"Deafness, autosomal recessive 119",OMIM,4,4,0,0,0,0,4,6,3,3,3,0,0,0.002586,0.004372,RANKABLE
OMIM:606053,Intellectual developmental disorder with autism and speech delay,OMIM,11,11,0,0,0,0,8,55,37,18,37,0,0,0.001356,0.004006,RANKABLE
OMIM:619173,"Neurodegeneration, childhood-onset, hypotonia, respiratory insufficiency and brain imaging abnormalities",OMIM,26,26,0,0,0,0,13,325,37,288,37,0,0,0.000952,0.001698,RANKABLE
OMIM:615991,Bardet-Biedl syndrome 14,OMIM,7,7,0,0,0,0,7,21,2,19,2,0,0,0.002969,0.004372,RANKABLE
OMIM:211900,"Tumoral calcinosis, hyperphosphatemic, familial, 1",OMIM,17,17,0,0,0,0,7,136,25,111,25,0,0,0.001486,0.002262,RANKABLE
OMIM:614457,"Ichthyosis, spastic quadriplegia, and impaired intellectual development",OMIM,25,25,0,0,0,0,16,300,94,206,94,2,1,0.004908,0.309926,RANKABLE
OMIM:615985,Bardet-Biedl syndrome 8,OMIM,10,10,0,0,0,0,9,45,5,40,5,0,0,0.001847,0.004372,RANKABLE
OMIM:118750,"Choreoathetosis, familial inverted",OMIM,6,6,0,0,0,0,5,15,10,5,10,0,0,0.001547,0.001694,RANKABLE
OMIM:619167,"Mitochondrial complex II deficiency, nuclear type 3",OMIM,26,26,0,0,0,0,18,325,60,265,60,5,0,0.002599,0.017948,RANKABLE
OMIM:618279,"Charcot-Marie-Tooth disease, demyelinating, type 1G",OMIM,19,19,0,0,0,0,9,171,89,82,89,0,0,0.001188,0.002691,RANKABLE
OMIM:610143,"Deafness, autosomal recessive 62",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:193005,"Vestibulocochlear dysfunction, progressive",OMIM,4,4,0,0,0,0,3,6,3,3,3,0,0,0.000907,0.000957,RANKABLE
OMIM:311900,TARP syndrome,OMIM,45,45,0,0,0,0,26,990,154,836,154,0,0,0.001225,0.003650,RANKABLE
OMIM:620080,"Neuronopathy, distal hereditary motor, type X",OMIM,19,19,0,0,0,0,9,171,46,125,46,0,0,0.001606,0.009723,RANKABLE
OMIM:616532,"Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 7",OMIM,5,5,0,0,0,0,3,10,6,4,6,0,0,0.000947,0.001698,RANKABLE
OMIM:606721,"Lipodystrophy, familial partial, type 7",OMIM,54,54,0,0,0,0,30,1431,191,1240,191,8,0,0.002050,0.027908,RANKABLE
OMIM:250790,Methemoglobinemia and ambiguous genitalia,OMIM,10,10,0,0,0,0,4,45,16,29,16,0,0,0.001010,0.001188,RANKABLE
OMIM:614325,Pitt-Hopkins-Like syndrome 2,OMIM,16,16,0,0,0,0,9,120,15,105,15,3,0,0.006137,0.024440,RANKABLE
OMIM:106220,Aniridia and absent patella,OMIM,4,4,0,0,0,0,3,6,3,3,3,0,0,0.001307,0.001613,RANKABLE
OMIM:607417,"Intellectual developmental disorder, autosomal recessive 2",OMIM,8,8,0,0,0,0,3,28,28,0,28,0,0,0.001715,0.003756,RANKABLE
OMIM:617604,"Microcephaly, short stature, and limb abnormalities",OMIM,20,20,0,0,0,0,12,190,76,114,76,0,0,0.001520,0.003756,RANKABLE
OMIM:119300,van der Woude syndrome 1,OMIM,5,5,0,0,0,0,2,10,10,0,10,0,0,0.000366,0.000937,RANKABLE
OMIM:222448,Donnai-Barrow syndrome,OMIM,37,37,0,0,0,0,17,666,118,548,118,2,0,0.001720,0.024187,RANKABLE
OMIM:603671,Acromelic frontonasal dysostosis,OMIM,55,55,0,0,0,0,28,1485,458,1027,458,0,0,0.001105,0.004372,RANKABLE
OMIM:601700,"Sebaceous gland hyperplasia, familial presenile",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001037,0.001749,RANKABLE
OMIM:150700,Leiomyoma of vulva and esophagus,OMIM,2,2,0,0,0,0,0,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:309801,Linear skin defects with multiple congenital anomalies 1,OMIM,36,36,0,0,0,0,19,630,85,545,85,0,0,0.001101,0.004372,RANKABLE
OMIM:617162,"Epileptic encephalopathy, early infantile, 46",OMIM,18,18,0,0,0,0,12,153,51,102,51,1,0,0.001746,0.027740,RANKABLE
OMIM:618251,"Mitochondrial complex I deficiency, nuclear type 31",OMIM,16,16,0,0,0,0,14,120,24,96,24,0,0,0.001179,0.002117,RANKABLE
OMIM:607371,"Dystonia, juvenile-onset",OMIM,20,20,0,0,0,0,10,190,53,137,53,0,0,0.001316,0.003974,RANKABLE
OMIM:616268,Arboleda-Tham syndrome,OMIM,110,110,0,0,0,0,51,5995,1094,4901,1094,23,1,0.001707,0.155940,RANKABLE
OMIM:263400,"Erythrocytosis, familial, 2",OMIM,15,15,0,0,0,0,9,105,27,78,27,0,0,0.000622,0.001489,RANKABLE
OMIM:618245,"Mitochondrial complex I deficiency, nuclear type 24",OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.002137,0.002137,RANKABLE
OMIM:613310,Exudative vitreoretinopathy 5,OMIM,7,7,0,0,0,0,4,21,21,0,21,0,0,0.001740,0.002318,RANKABLE
OMIM:615761,"Intellectual developmental disorder, autosomal dominant 23",OMIM,38,38,0,0,0,0,19,703,197,506,197,0,0,0.000806,0.004703,RANKABLE
OMIM:605572,Abdominal obesity-metabolic syndrome quantitative trait locus 2,OMIM,2,2,0,0,0,0,1,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:615007,"Basal ganglia calcification, idiopathic, 4",OMIM,8,8,0,0,0,0,4,28,21,7,21,0,0,0.001108,0.001531,RANKABLE
OMIM:617610,Polycystic kidney disease 5,OMIM,7,7,0,0,0,0,1,21,11,10,11,0,0,0.000529,0.000583,RANKABLE
OMIM:618523,"Hyper-IgE recurrent infection syndrome 4, autosomal recessive",OMIM,20,20,0,0,0,0,15,190,61,129,61,20,0,0.012486,0.044899,RANKABLE
OMIM:601072,"Deafness, autosomal recessive 8/10",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:300831,CK syndrome,OMIM,32,32,0,0,0,0,22,496,170,326,170,0,0,0.001073,0.004703,RANKABLE
OMIM:616081,"Pontocerebellar hypoplasia, type 1C",OMIM,19,19,0,0,0,0,14,171,45,126,45,0,0,0.001006,0.002117,RANKABLE
OMIM:301078,"Immunodeficiency 98 with autoinflammation, X-linked",OMIM,20,20,0,0,0,0,11,190,114,76,114,77,3,0.025019,0.249481,RANKABLE
OMIM:611936,Chromosome 3q29 duplication syndrome,OMIM,17,17,0,0,0,0,8,136,60,76,60,0,0,0.000734,0.008019,RANKABLE
OMIM:304100,"Corpus callosum, partial agenesis of, X-linked",OMIM,17,17,0,0,0,0,14,136,82,54,82,0,0,0.001004,0.004372,RANKABLE
OMIM:133700,"Exostoses, multiple, type I",OMIM,13,13,0,0,0,0,4,78,46,32,46,0,0,0.001530,0.002011,RANKABLE
OMIM:612581,"Intellectual developmental disorder, autosomal dominant 4",OMIM,7,7,0,0,0,0,4,21,3,18,3,0,0,0.000932,0.002163,RANKABLE
OMIM:300400,"Severe combined immunodeficiency, X-linked",OMIM,19,19,0,0,0,0,11,171,121,50,121,107,5,0.033468,0.167066,RANKABLE
OMIM:618912,Sorbitol dehydrogenase deficiency with peripheral neuropathy,OMIM,11,11,0,0,0,0,7,55,19,36,19,0,0,0.001313,0.001806,RANKABLE
OMIM:607832,"Focal segmental glomerulosclerosis 3, susceptibility to",OMIM,5,5,0,0,0,0,4,10,6,4,6,0,0,0.001505,0.004908,RANKABLE
OMIM:137200,"Neuromyotonia and axonal neuropathy, autosomal recessive",OMIM,12,12,0,0,0,0,9,66,17,49,17,0,0,0.001000,0.002000,RANKABLE
OMIM:204100,"Leber congenital amaurosis, type II",OMIM,16,16,0,0,0,0,9,120,84,36,84,0,0,0.001427,0.002521,RANKABLE
OMIM:620241,"Hydrocephalus, congenital, 5, susceptibility to",OMIM,2,2,0,0,0,0,0,1,1,0,1,0,0,0.000820,0.000820,RANKABLE
OMIM:610382,"Prosopagnosia, hereditary",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:618906,"Intellectual developmental disorder with autistic features and language delay, with or without seizures",OMIM,18,18,0,0,0,0,15,153,78,75,78,8,0,0.003037,0.019513,RANKABLE
OMIM:249000,Meckel syndrome 1,OMIM,81,81,0,0,0,0,42,3240,528,2712,528,7,4,0.005239,0.766436,RANKABLE
OMIM:200400,"Achalasia, familial esophageal",OMIM,4,4,0,0,0,0,1,6,1,5,1,0,0,0.000379,0.000379,RANKABLE
OMIM:616095,Monocarboxylate transporter 1 deficiency,OMIM,6,6,0,0,0,0,5,15,4,11,4,0,0,0.002344,0.004372,RANKABLE
OMIM:614872,Peroxisome biogenesis disorder 7A (zellweger),OMIM,22,22,0,0,0,0,10,231,40,191,40,0,0,0.001308,0.009270,RANKABLE
OMIM:248450,Manitoba oculotrichoanal syndrome,OMIM,15,15,0,0,0,0,6,105,30,75,30,0,0,0.000976,0.003246,RANKABLE
OMIM:301044,"Developmental and epileptic encephalopathy 85, with or without midline brain defects",OMIM,69,69,0,0,0,0,31,2346,599,1747,599,0,0,0.000938,0.002921,RANKABLE
OMIM:600807,"Asthma, susceptibility to",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000639,0.000665,RANKABLE
